Sale Date,Cust ID,Itinerary ID,Itinerary #,EMP NO,Agent,Booking_id,Booking #,Product Category,Product Supplier ID,Supplier Office Location,Trip Start,Trip End,Class,# travellers,Product ID,Product,product_Description,Destination,Dest ID,Credit Card,Expiry Date,Card Number,Billing Date,Bill Description,Base Price (excl. taxes),"Total Price (incl. taxes, excl. fees)",Billed Amt. (incl. fees),Agency Fee Code,Agency Fee Amount,Agency Commission
5/2/2008,375,809,737,,DR,809,8643132,300,293,1,20/03/2008,14/04/2008, ,2,809,Cruise,Greek's Islands cruise,Greece,MED,AMEX,22/08/2010,9.00E+13,5/2/2008,DEPOSIT,4500,4815,1253.75,BK,50,135
5/2/2008,375,810,737,,JL,810,8643132,300,293,1,20/03/2008,14/04/2008, ,2,810,Cruise,Greek's Islands cruise,Greece,MED,AMEX,22/08/2010,9.00E+13,1/3/2008,FINAL PAYMENT,4500,4815,3611.25,BK,0,135
23/02/2008,176,834,826,,BD,834,A45764,612,293,1,27/03/2008,28/03/2008, ,1,834,Yacht/Boat Charters,NIAGARA tour,Canada,NA,Diners,12/4/2010,7.82E+13,25/02/2008,DEPOSIT,543,619.02,309.51,BK,25,16.29
24/02/2008,176,837,826,,,837,A45764,612,293,1,27/03/2008,28/03/2008, ,1,837,Yacht/Boat Charters,NIAGARA tour,Canada,NA,Diners,12/4/2010,7.82E+13,26/02/2008,FINAL PAYMENT,543,619.02,334.51,BK,0,16.29
25/02/2008,309,840,1113,,JD,840,JFLD439,608,293,1,3/4/2008,28/04/2008,FST,6,840,Yacht/Boat Charters,yacht cruise,"Sydney, Australia",ANZ,AMEX,29/09/2011,8.93E+14,25/02/2008,DEPOSIT,2985,6425,3312.5,BK,100,89.55
25/02/2008,309,841,1113,,BD,841,JFLD439,608,293,1,3/4/2008,28/04/2008,FST,6,841,Yacht/Boat Charters,yacht cruise,"Sydney, Australia",ANZ,AMEX,29/09/2011,8.93E+14,20/03/2008,FINAL PAYMENT,2985,6425,3212.5,BK,0,89.55
19/04/2008,234,1037,985,,BD,1037,SDFSD899,608,293,1,2/6/2008,27/06/2008, ,1,1037,Yacht/Boat Charters,yacht cruise,"Athens, Greece",MED,MC,29/09/2011,8.75E+13,23/04/2008,DEPOSIT,1900,2033,608.25,BK,100,57
19/04/2008,234,1038,985,,BD,1038,SDFSD899,608,293,1,2/6/2008,27/06/2008, ,1,1038,Yacht/Boat Charters,yacht cruise,"Athens, Greece",MED,MC,29/09/2011,8.75E+13,15/05/2008,FINAL PAYMENT,1900,2033,1524.75,BK,0,57
21/04/2008,164,1056,869,,BS,1056,SFD993,608,293,1,4/6/2008,29/06/2008, ,2,1056,Yacht/Boat Charters,yacht cruise,"London, England",EU,VISA,1/1/2011,3.43E+14,25/04/2008,DEPOSIT,2500,2675,718.75,BK,50,75
21/04/2008,164,1057,869,,BD,1057,SFD993,608,293,1,4/6/2008,29/06/2008, ,2,1057,Yacht/Boat Charters,yacht cruise,"London, England",EU,VISA,1/1/2011,3.43E+14,20/05/2008,FINAL PAYMENT,2500,2675,1956.25,BK,0,75
21/04/2008,234,1062,1048,,BS,1062,SDFSD899,608,293,1,2/6/2008,27/06/2008, ,5,1062,Yacht/Boat Charters,yacht cruise,"Athens, Greece",MED,MC,29/09/2011,8.75E+13,23/04/2008,DEPOSIT,1900,2033,1116.5,BK,100,57
21/04/2008,234,1063,1048,,BD,1063,SDFSD899,608,293,1,2/6/2008,27/06/2008, ,5,1063,Yacht/Boat Charters,yacht cruise,"Athens, Greece",MED,MC,29/09/2011,8.75E+13,15/05/2008,FINAL PAYMENT,1900,2033,1016.5,BK,0,57
23/04/2008,234,1080,1118,,JD,1080,SDFSD899,608,293,1,2/6/2008,27/06/2008, ,,1080,Yacht/Boat Charters,yacht cruise,"Athens, Greece",MED,MC,29/09/2011,8.75E+13,23/04/2008,DEPOSIT,1900,2033,1116.5,BK,100,57
23/04/2008,234,1081,1118,,BD,1081,SDFSD899,608,293,1,2/6/2008,27/06/2008, ,,1081,Yacht/Boat Charters,yacht cruise,"Athens, Greece",MED,MC,29/09/2011,8.75E+13,15/05/2008,FINAL PAYMENT,1900,2033,1016.5,BK,0,57
27/04/2008,341,1116,878,,BP,1116,KJK2343,602,293,1,1/6/2008,26/06/2008, ,1,1116,Yacht/Boat Charters,yacht rental,"London, England",EU,VISA,1/3/2011,6.46E+15,27/04/2008,DEPOSIT,2900,3103,800.75,BK,25,87
27/04/2008,341,1117,878,,JM,1117,KJK2343,602,293,1,1/6/2008,26/06/2008, ,1,1117,Yacht/Boat Charters,yacht rental,"London, England",EU,VISA,1/3/2011,6.46E+15,19/05/2008,FINAL PAYMENT,2900,3103,2327.25,BK,0,87
5/5/2008,263,1153,767,,DR,1153,37658787,610,293,1,19/06/2008,20/06/2008, ,2,1153,Yacht/Boat Charters,"Hudson Bay, Canada",Canada,NA,AMEX,15/12/2011,2.20E+13,10/5/2008,DEPOSIT,300,3536,884,NC,0,9
5/5/2008,263,1154,767,,,1154,37658787,610,293,1,19/06/2008,20/06/2008, ,2,1154,Yacht/Boat Charters,"Hudson Bay, Canada",Canada,NA,AMEX,15/12/2011,2.20E+13,1/6/2008,FULL PAYMENT,300,3536,2652,NC,0,9
29/05/2008,281,1175,866,,DR,1175,KJDFLS23,608,293,1,12/7/2008,24/07/2008, ,2,1175,Yacht/Boat Charters,yacht cruise,"London, England",EU,VISA,1/2/2011,1.65E+15,29/05/2008,DEPOSIT,2245,2402.15,650,BK,50,67.35
29/05/2008,281,1176,866,,BD,1176,KJDFLS23,608,293,1,12/7/2008,24/07/2008, ,2,1176,Yacht/Boat Charters,yacht cruise,"London, England",EU,VISA,1/2/2011,1.65E+15,29/06/2008,FINAL PAYMENT,2245,2402.15,1802.15,BK,0,67.35
12/3/2009,282,1339,1066,,BS,1339,SDFD898,608,293,1,25/04/2009,16/05/2009, ,1,1339,Yacht/Boat Charters,yacht cruise,"Athens, Greece",MED,AMEX,25/11/2011,4.34E+13,16/03/2009,DEPOSIT,1500,1605,902.5,BK,100,45
12/3/2009,282,1340,1066,,BD,1340,SDFD898,608,293,1,25/04/2009,16/05/2009, ,1,1340,Yacht/Boat Charters,yacht cruise,"Athens, Greece",MED,AMEX,25/11/2011,4.34E+13,1/4/2009,FINAL PAYMENT,1500,1605,802.5,BK,0,45
29/11/2007,312,558,642,,JL,558,45654657D,100,324,1,22/12/2007,6/1/2008,FST,2,558,Air,Calgary-Springfield-Calgary,USA,NA,Diners,22/08/2010,2.11E+13,5/12/2007,FULL PAYMENT,1150,1414.5,1464.5,BK,50,57.5
7/12/2007,375,595,696,,,595,321546FG,100,324,2,21/01/2008,31/01/2008,FST,2,595,Air,Calgary-Nashville-Calgary,USA,NA,AMEX,22/08/2010,9.00E+13,7/12/2007,FULL PAYMENT,950,1168.5,1218.5,BK,50,47.5
29/04/2008,346,1128,227,,DR,1128,546576R,100,324,1,17/05/2008,24/05/2008,ECN,2,1128,Air,Calgary/Washington/Calgary,USA,NA,AMEX,19/01/2012,1.33E+14,30/04/2008,FULL PAYMENT,1700,2091,2141,BK,50,85
28/09/2010,274,163,527,,JD,163,G5343,150,329,1,7/11/2007,26/11/2007,FST,2,163,Air,Calgary-canberra-calgary,Australia,ANZ,AMEX,22/08/2010,7.35E+13,28/09/2010,FULL PAYMENT,2450,3013.5,3063.5,BK,50,25
27/06/2010,346,147,773,,,147,KJLK9898,550,336,1,25/07/2010,12/8/2010, ,,147,Travel Insurance,cancellation policy # 3819171, ,MED,AMEX,19/01/2010,1.33E+14,27/06/2010,FULL PAYMENT,200,214,214,NC,0,4
16/01/2008,272,669,669,,,669,SGF32455,150,342,1,9/3/2008,31/03/2008,FST,2,669,Air,Calgary-Madrid-Calgary,Spain,EU,Diners,1/3/2011,5.65E+15,16/01/2008,FULL PAYMENT,1100,1353,1403,BK,50,110
12/1/2007,282,194,1123,,,194,7655GH,200,367,1,15/01/2008,2/2/2008, ,,194,Attractions,marineland of canada,Canada,NA,AMEX,25/11/2011,4.34E+13,3/12/2007,FULL PAYMENT,100,107,107,NC,0,0
22/02/2007,371,236,627,,JL,236,SDKJ349,350,374,1,3/10/2007,8/10/2007,DLX,1,236,Hotel,Embassy Suites,Toronto,NA,VISA,15/08/2010,2.11E+13,22/02/2007, ,660,785.4,25,BK,25,7.59
22/08/2007,397,380,587,,BP,380,KDS3924,350,374,1,1/10/2007,5/10/2007,DLX,1,380,Hotel,Embassy Suites,Toronto,NA,VISA,5/5/2010,4.45E+13,22/08/2007, ,1040,577.8,25,BK,25,33.8
10/8/2007,386,357,1061,,,357,HG7989,100,386,2,24/09/2007,15/10/2007, ,2,357,Air,calgary/London/London,UK,EU,AMEX,29/09/2011,3.85E+13,10/8/2007,FULL PAYMENT,800,984,984,NC,0,40
2/2/2008,361,789,670,,,789,SD45895,200,390,1,15/03/2008,15/03/2008, ,,789,Attractions,MINTER GARDENS pass,Canada,NA,AMEX,14/10/2011,5.45E+13,2/2/2008,FULL PAYMENT,35,37.45,87.45,BK,50,0
23/01/2008,201,702,415,,BD,702,656323A,600,391,1,8/3/2008,30/03/2008, ,4,702,Yacht/Boat Charters,"Toronto area ,Hudson Bay",Canada,NA,VISA,1/7/2010,4.28E+15,23/01/2008,DEPOSIT,2400,2640,660,NC,0,72
23/01/2008,201,703,415,,BP,703,656323A,600,391,1,8/3/2008,30/03/2008, ,4,703,Yacht/Boat Charters,"Toronto area ,Hudson Bay",Canada,NA,VISA,1/7/2010,4.28E+15,16/02/2008,FINAL PAYMENT,2400,2640,1980,NC,0,72
30/01/2008,201,751,674,,JW,751,656323A,600,391,1,8/3/2008,30/03/2008, ,2,751,Yacht/Boat Charters,"Toronto area ,Hudson Bay",Canada,NA,VISA,30/04/2011,4.28E+15,30/01/2008,FINAL PAYMENT,2400,2640,660,NC,0,72
30/01/2008,201,752,674,,,752,656323A,600,391,1,8/3/2008,30/03/2008, ,2,752,Yacht/Boat Charters,"Toronto area ,Hudson Bay",Canada,NA,VISA,30/04/2011,4.28E+15,15/02/2008,FULL PAYMENT,2400,2640,1980,NC,0,72
1/2/2008,160,765,835,,BD,765,547657G,600,391,1,17/03/2008,1/4/2008, ,1,765,Yacht/Boat Charters,tour in Hudson Bay with yacht,"Toronto, canada",NA,Diners,1/10/2010,3.89E+13,6/2/2008,FINAL PAYMENT,2100,2394,1222,BK,25,63
1/2/2008,160,766,835,,BD,766,547657G,600,391,1,17/03/2008,1/4/2008, ,1,766,Yacht/Boat Charters,tour in Hudson Bay with yacht,"Toronto, canada",NA,Diners,1/10/2010,3.89E+13,1/3/2008,FULL PAYMENT,2100,2394,1172,BK,0,63
6/2/2008,201,811,1031,,BD,811,656323A,600,391,1,8/3/2008,30/03/2008, ,1,811,Yacht/Boat Charters,"Toronto area ,Hudson Bay",Canada,NA,VISA,1/7/2010,4.28E+15,6/2/2008,DEPOSIT,2400,2640,1345,NC,25,72
6/2/2008,201,812,1031,,,812,656323A,600,391,1,8/3/2008,30/03/2008, ,1,812,Yacht/Boat Charters,"Toronto area ,Hudson Bay",Canada,NA,VISA,1/7/2010,4.28E+15,1/3/2008,FINAL PAYMENT,2400,2640,1320,NC,0,72
21/02/2008,396,831,729,,JL,831,5687868,600,391,1,27/03/2008,29/03/2008, ,4,831,Yacht/Boat Charters,St. John's NFLD,Canada,NA,AMEX,5/5/2011,8.91E+15,23/02/2008,DEPOSIT,895,5350,2725,BK,50,26.85
22/02/2008,396,833,729,,,833,5687868,600,391,1,27/03/2008,29/03/2008, ,4,833,Yacht/Boat Charters,St. John's NFLD,Canada,NA,AMEX,5/5/2011,8.91E+15,1/3/2008,FINAL PAYMENT,895,5350,2675,BK,0,26.85
5/6/2008,357,1183,756,,JL,1183,F9657858,600,391,1,20/06/2008,22/06/2008, ,1,1183,Yacht/Boat Charters,St. John's NFLD,Canada,NA,VISA,12/12/2011,1.21E+13,5/6/2008,DEPOSIT,895,6500,1650,BK,25,26.85
5/6/2008,357,1184,756,,,1184,F9657858,600,391,1,20/06/2008,22/06/2008, ,1,1184,Yacht/Boat Charters,St. John's NFLD,Canada,NA,VISA,12/12/2011,1.21E+13,15/06/2008,FINAL PAYMENT,895,6500,4875,BK,0,26.85
6/2/2008,228,813,675,,JW,813,8764641,501,375,1,15/03/2008,5/4/2008, ,4,813,Tours,Okanagan tour,canada,NA,Diners,1/10/2010,5.83E+13,6/2/2008,DEPOSIT,2500,2850,335,BK,50,93.75
6/2/2008,228,814,675,,JW,814,8764641,501,375,1,15/03/2008,5/4/2008, ,4,814,Tours,Okanagan tour,canada,NA,Diners,1/10/2010,5.83E+13,1/3/2008,FINAL PAYMENT,2500,2850,2875,BK,0,93.75
20/03/2008,399,921,669,,,921,SSDF879,200,399,1,25/03/2008,25/03/2008, ,,921,Attractions,Aviation Museum,Canada,NA,Diners,22/08/2010,8.98E+13,20/03/2008,FULL PAYMENT,50,53.5,53.5,NC,0,0
20/01/2008,216,690,977,,,690,FDS658,200,400,1,4/3/2008,5/3/2008, ,,690,Attractions,National Gallery of Canada, ,NA,AMEX,5/5/2011,3.22E+14,20/01/2008,FULL PAYMENT,50,53.5,53.5,NC,0,0
27/09/2007,253,457,526,,JD,457,DFG57685,200,401,1,10/11/2007,13/11/2007, ,2,457,Attractions,toronto-niagara tour,"Toronto,Canada",NA,AMEX,22/08/2010,6.79E+13,27/09/2007,FULL PAYMENT,400,428,478,BK,50,0
20/02/2008,361,829,670,,,829,DF345743,200,401,1,20/03/2008,21/03/2008, ,,829,Attractions,Niagara visit,Canada,NA,AMEX,14/10/2011,5.45E+13,21/02/2008,FULL PAYMENT,160,171.2,221.2,BK,50,0
2/11/2007,253,535,526,,JD,535,DFG3472,200,408,1,15/11/2007,15/11/2007, ,2,535,Attractions,Ontario Science Centre,"Toronto,Canada",NA,AMEX,22/08/2010,6.79E+13,2/11/2007,FULL PAYMENT,50,53.5,53.5,NC,0,0
8/2/2008,399,819,669,,,819,DF467488,200,408,1,26/03/2008,26/03/2008, ,,819,Attractions,science centre,Canada,NA,Diners,22/08/2010,8.98E+13,10/2/2008,FULL PAYMENT,50,53.5,53.5,NC,0,0
31/07/2007,182,335,439,,BP,335,XVB689,100,412,1,14/09/2007,5/10/2007,ECN,1,335,Air,Calgary/Athens/Calgary,Greece,MED,AMEX,15/08/2011,1.25E+13,31/07/2007,FULL PAYMENT,1000,1230,1230,NC,0,50
18/03/2008,345,908,995,,DR,908,4365657TT,400,416,1,1/5/2008,17/05/2008, ,4,908,Motor coach,"Calgary, Banff, Jasper tour",canada,NA,AMEX,29/09/2011,8.90E+15,18/03/2008,DEPOSIT,2001,2240,274,BK,50,10
18/03/2008,345,909,995,,DR,909,4365657TT,400,416,1,1/5/2008,17/05/2008, ,4,909,Motor coach,"Calgary, Banff, Jasper tour",canada,NA,AMEX,29/09/2011,8.90E+15,14/04/2008,FINAL PAYMENT,2001,2240,2016,BK,0,10
9/4/2008,196,1007,799,,JM,1007,G487688,604,418,1,24/05/2008,28/05/2008, ,1,1007,Yacht/Boat Charters,Mediterranean Cruise,"Italy,France",EU,MC,17/08/2010,8.93E+15,12/4/2008,DEPOSIT,800,8400,2125,BK,25,24
9/4/2008,196,1008,799,,JM,1008,G487688,604,418,1,24/05/2008,28/05/2008, ,1,1008,Yacht/Boat Charters,Mediterranean Cruise,"Italy,France",EU,MC,17/08/2010,8.93E+15,1/5/2008,FINAL PAYMENT,800,8400,6300,BK,0,24
15/04/2008,198,1017,732,,JL,1017,576565RT,602,418,1,26/05/2008,23/06/2008, ,2,1017,Yacht/Boat Charters,Ireland and UK by boat,"UK, Ireland",EU,AMEX,5/5/2010,8.95E+14,16/04/2008,DEPOSIT,3780,3969,446.9,BK,50,113.4
15/04/2008,198,1018,732,,,1018,576565RT,602,418,1,26/05/2008,23/06/2008, ,2,1018,Yacht/Boat Charters,Ireland and UK by boat,"UK, Ireland",EU,AMEX,5/5/2010,8.95E+14,1/5/2008,FINAL PAYMENT,3780,3969,3522.1,BK,0,113.4
19/04/2008,198,1035,976,,BD,1035,576565RT,602,418,1,26/05/2008,23/06/2008, ,2,1035,Yacht/Boat Charters,Ireland and UK by boat,"UK, Ireland",EU,AMEX,5/5/2011,8.95E+14,19/04/2008,DEPOSIT,3780,3969,1042.25,BK,50,113.4
19/04/2008,198,1036,976,,,1036,576565RT,602,418,1,26/05/2008,23/06/2008, ,2,1036,Yacht/Boat Charters,Ireland and UK by boat,"UK, Ireland",EU,AMEX,5/5/2011,8.95E+14,5/5/2008,FULL PAYMENT,3780,3969,2976.75,BK,0,113.4
21/04/2008,198,1059,1072,,BD,1059,576565RT,602,418,1,26/05/2008,23/06/2008, ,2,1059,Yacht/Boat Charters,Ireland and UK by boat,"UK, Ireland",EU,AMEX,5/5/2011,8.95E+14,21/04/2008,FINAL PAYMENT,3780,3969,1240.7,BK,50,113.4
21/04/2008,198,1060,1072,,,1060,576565RT,602,418,1,26/05/2008,23/06/2008, ,2,1060,Yacht/Boat Charters,Ireland and UK by boat,"UK, Ireland",EU,AMEX,5/5/2011,8.95E+14,1/5/2008,FULL PAYMENT,3780,3969,2728.3,BK,0,113.4
22/04/2008,351,1071,1059,,BD,1071,2343S,601,418,1,5/6/2008,30/06/2008, ,2,1071,Yacht/Boat Charters,Yacht tour around UK,UK,EU,AMEX,29/09/2011,6.79E+14,22/04/2008,DEPOSIT,2050,2193.5,600,BK,50,61.5
23/04/2008,198,1078,1093,,DR,1078,576565RT,602,418,1,26/05/2008,23/06/2008, ,2,1078,Yacht/Boat Charters,Ireland and UK by boat,"UK, Ireland",EU,AMEX,5/5/2011,8.95E+14,23/04/2008,DEPOSIT,3780,3969,2034.5,BK,50,113.4
23/04/2008,198,1079,1093,,,1079,576565RT,602,418,1,26/05/2008,23/06/2008, ,2,1079,Yacht/Boat Charters,Ireland and UK by boat,"UK, Ireland",EU,AMEX,5/5/2011,8.95E+14,15/04/2008,FINAL PAYMENT,3780,3969,1984.5,BK,0,113.4
23/04/2008,351,1087,1059,,,1087,2343S,601,418,1,5/6/2008,30/06/2008, ,2,1087,Yacht/Boat Charters,Yacht tour around UK,UK,EU,AMEX,29/09/2011,6.79E+14,23/04/2008,FINAL PAYMENT,2050,2193.5,1643.5,BK,0,61.5
25/04/2008,198,1102,1094,,DR,1102,576565RT,602,418,1,26/05/2008,23/06/2008, ,2,1102,Yacht/Boat Charters,Ireland and UK by boat,"UK, Ireland",EU,AMEX,5/5/2011,8.95E+14,25/04/2008,DEPOSIT,3780,3969,2034.5,BK,50,113.4
25/04/2008,198,1103,1094,,,1103,576565RT,602,418,1,26/05/2008,23/06/2008, ,2,1103,Yacht/Boat Charters,Ireland and UK by boat,"UK, Ireland",EU,AMEX,5/5/2011,8.95E+14,10/5/2008,FINAL PAYMENT,3780,3969,1984.5,BK,0,113.4
17/04/2008,371,1029,668,,JW,1029,FD6569,300,438,1,30/05/2008,1/6/2008, ,1,1029,Cruise,Cruise to Victoria,"Vancouver, Canada",NA,Diners,15/08/2011,2.11E+13,17/04/2008,DEPOSIT,700,742,210.5,BK,25,21
17/04/2008,371,1030,668,,JW,1030,FD6569,300,438,1,30/05/2008,1/6/2008, ,1,1030,Cruise,Cruise to Victoria,"Vancouver, Canada",NA,Diners,15/08/2011,2.11E+13,5/5/2008,FINAL PAYMENT,700,742,556.5,BK,0,21
12/2/2010,120,79,185,,JM,79,MKI333,150,440,1,29/03/2010,28/04/2010,ECN,2,79,Air,Calgary/Sydney/Calgary,"Sydney, Australia",ANZ,MC,22/01/2010,3.42E+15,12/2/2010,FULL PAYMENT,2200,2706,2756,BK,50,264
12/4/2010,385,116,872,,,116,MKI337,150,440,1,27/05/2010,23/06/2010,ECN,2,116,Air,Calgary/Sydney/Calgary,"Sydney, Australia",ANZ,VISA,3/11/2010,8.44E+15,1/5/2010,FULL PAYMENT,2100,2583,2633,BK,50,252
24/09/2007,224,451,515,,JD,451,32454JK,150,440,1,8/11/2007,27/11/2007,FST,2,451,Air,Calgary-Madrid-Calgary,Spain,EU,Diners,5/5/2010,3.34E+13,24/09/2007,FULL PAYMENT,1300,1599,1599,NC,0,156
29/11/2007,312,559,783,,JW,559,32455F,250,451,1,22/12/2007,6/1/2008, ,2,559,Car rental,intermediate car, ,NA,Diners,22/08/2010,2.11E+13,5/12/2007, ,300,339,0,NC,0,3.45
4/5/2008,120,1141,816,,,1141,35653B,200,460,1,20/05/2008,20/05/2008, ,,1141,Attractions,Royal Ontario Museum,Canada,NA,MC,22/01/2010,3.42E+15,5/4/2008,FULL PAYMENT,25,26.75,26.75,NC,0,0
5/2/2008,143,804,833,,JL,804,456546DFD,500,461,1,16/03/2008,6/4/2008, ,1,804,Tours,CALGARY-LOS ANGELES-MexicoCity-CALG,"USA, Mexic",NA,Diners,2/11/2010,1.21E+13,5/2/2008,DEPOSIT,5175,5899.5,630,BK,50,194.06
5/2/2008,143,805,833,,JL,805,456546DFD,500,461,1,16/03/2008,6/4/2008, ,1,805,Tours,CALGARY-LOS ANGELES-MexicoCity-CALG,"USA, Mexic",NA,Diners,2/11/2010,1.21E+13,1/3/2008,FINAL PAYMENT,5175,5899.5,5319.5,BK,0,194.06
25/03/2008,120,939,1131,,BD,939,86431RT,500,461,1,5/5/2008,2/6/2008,FST,2,939,Tours,Calgary/Toronto/Montreal tour,Canada,NA,MC,22/01/2010,3.42E+15,25/03/2008,DEPOSIT,2600,4375,487.5,BK,50,97.5
25/03/2008,120,940,1131,,BD,940,86431RT,500,461,1,5/5/2008,2/6/2008,FST,2,940,Tours,Calgary/Toronto/Montreal tour,Canada,NA,MC,22/01/2010,3.42E+15,21/04/2008,FINAL PAYMENT,2600,4375,3937.5,BK,0,97.5
3/2/2008,366,792,671,,JW,792,3214535ED,501,475,1,15/03/2008,5/4/2008, ,2,792,Tours,Calgary-Toronto-NewYork and retour,"Canada, USA",NA,Diners,3/1/2011,9.54E+13,3/2/2008,DEPOSIT,6700,7638,1959.5,BK,50,251.25
3/2/2008,366,793,671,,JW,793,3214535ED,501,475,1,15/03/2008,5/4/2008, ,2,793,Tours,Calgary-Toronto-NewYork and retour,"Canada, USA",NA,Diners,3/1/2011,9.54E+13,14/02/2008,FINAL PAYMENT,6700,7638,5728.5,BK,0,251.25
18/03/2008,202,905,759,,,905,6575858,100,486,1,25/04/2008,26/05/2008,BSN,2,905,Air,Calgary-LosAngeles flight,USA,NA,MC,5/5/2010,4.32E+15,18/03/2008,FULL PAYMENT,890,1094.7,1144.7,BK,50,44.5
26/04/2008,319,1110,952,,BD,1110,6876643F,401,500,1,10/6/2008,1/7/2008, ,2,1110,Motor coach,Calgary-Anchorage tour,USA,NA,Diners,15/09/2011,6.79E+13,26/04/2008,DEPOSIT,3500,3920,1030,BK,50,17.5
26/04/2008,319,1111,952,,BD,1111,6876643F,401,500,1,10/6/2008,1/7/2008, ,2,1111,Motor coach,Calgary-Anchorage tour,USA,NA,Diners,15/09/2011,6.79E+13,25/05/2008,FINAL PAYMENT,3500,3920,2940,BK,0,17.5
12/9/2007,140,424,492,,BD,424,FG879,300,503,1,27/10/2007,30/10/2007,INT,4,424,Cruise,cruise on the Greek's islands,Greece,MED,AMEX,22/08/2010,3.45E+13,12/9/2007,DEPOSIT,650,6950.5,1738,NC,0,19.5
12/9/2007,140,425,492,,BD,425,FG879,300,503,1,27/10/2007,30/10/2007,INT,4,425,Cruise,cruise on the Greek's islands,Greece,MED,AMEX,22/08/2010,3.45E+13,27/09/2007,FINAL PAYMENT,650,6950.5,5212.5,NC,0,19.5
2/2/2008,291,784,684,,JD,784,4365465FG,300,503,1,18/03/2008,8/4/2008,FST,,784,Cruise,NewYork-Caracas tour,Venezuela,SA,AMEX,22/08/2010,2.13E+13,2/2/2008,DEPOSIT,2500,16250,4112.5,BK,0,75
2/2/2008,291,785,684,,JL,785,4365465FG,300,503,1,18/03/2008,8/4/2008,FST,,785,Cruise,NewYork-Caracas tour,Venezuela,SA,AMEX,22/08/2010,2.13E+13,17/02/2008,FINAL PAYMENT,2500,16250,12137.5,BK,0,75
5/8/2007,159,354,935,,DR,354,FDH678,250,513,1,15/09/2007,6/10/2007, ,2,354,Car rental,Paris- New Orleans-Loire Valley-Par,France,EU,Diners,9/10/2011,2.24E+13,5/9/2008, ,800,872,50,BK,50,24.8
27/01/2008,371,727,749,,BD,727,GFF75,250,513,1,1/3/2008,15/03/2008, ,2,727,Car rental,midsize car,"Buenos Aires,Argentina",SA,VISA,15/08/2011,2.11E+13,27/01/2008, ,900,981,0,NC,0,27.9
1/3/2008,127,857,781,,BD,857,SFDFSD54,250,513,1,14/04/2008,19/04/2008, ,2,857,Car rental,full-size car,"Sydney, Australia",ANZ,AMEX,29/09/2011,3.35E+13,1/3/2008, ,800,872,0,NC,0,24.8
1/3/2008,386,864,785,,BD,864,KJK892,250,513,1,10/4/2008,15/04/2008, ,2,864,Car rental,midsize car,"Sydney, Australia",ANZ,AMEX,29/09/2011,3.85E+13,1/3/2008, ,800,872,0,NC,0,24.8
4/3/2008,157,881,794,,JL,881,GFF96,250,513,1,12/4/2008,17/04/2008, ,,881,Car rental,midsize car,"Cape Town, South Africa",AFR,MC,5/4/2010,3.44E+15,4/3/2008,FULL PAYMENT,1000,1090,1090,NC,0,31
5/3/2008,141,884,1041,,JD,884,GFF86,250,513,1,10/4/2008,15/04/2008, ,2,884,Car rental,midsize car,"Sydney, Australia",ANZ,Diners,29/09/2011,8.90E+15,5/3/2008, ,900,981,0,NC,0,27.9
6/3/2008,141,886,1117,,JL,886,GFF86,250,513,1,10/4/2008,15/04/2008, ,2,886,Car rental,midsize car,"Sydney, Australia",ANZ,Diners,29/09/2011,8.90E+15,6/3/2008, ,900,981,0,NC,0,27.9
6/3/2008,172,887,795,,JL,887,GFF98,250,513,1,12/4/2008,17/04/2008, ,,887,Car rental,full-size car,"Athens, Greece",MED,VISA,3/11/2010,8.98E+15,6/3/2008,FULL PAYMENT,900,981,981,NC,0,27.9
6/3/2008,326,888,778,,BD,888,KKHH90,250,513,1,11/4/2008,16/04/2008, ,2,888,Car rental,midsize car,"London, England",EU,MC,1/3/2011,7.90E+15,6/3/2008, ,800,872,0,NC,0,24.8
8/3/2008,353,891,779,,BD,891,KJ835,250,513,1,11/4/2008,16/04/2008, ,2,891,Car rental,full-size car,"Buenos Aires,Argentina",SA,AMEX,29/09/2011,3.45E+13,8/3/2008, ,900,981,0,NC,0,27.9
11/3/2008,361,894,790,,JL,894,KJKJ10,250,513,1,11/4/2008,16/04/2008, ,,894,Car rental,midsize car,"Sydney, Australia",ANZ,AMEX,14/10/2011,5.45E+13,11/3/2008,FULL PAYMENT,800,872,872,NC,0,24.8
22/03/2008,302,929,836,,JM,929,KJK99,250,513,1,2/5/2008,7/5/2008, ,2,929,Car rental,midsize car,"London, England",EU,Diners,22/08/2010,3.23E+13,22/03/2008, ,600,654,0,NC,0,18.6
1/4/2008,133,972,812,,JL,972,GFF104,250,513,1,13/05/2008,22/05/2008, ,,972,Car rental,midsize car,"Paris, France",EU,VISA,19/01/2010,9.05E+14,1/4/2008,FULL PAYMENT,850,926.5,926.5,NC,0,26.35
2/4/2008,317,980,820,,BS,980,LJJ91,250,513,1,15/05/2008,24/05/2008, ,,980,Car rental,midsize car,"Athens, Greece",MED,Diners,17/11/2010,1.25E+13,2/4/2008,FULL PAYMENT,900,981,981,NC,0,27.9
25/05/2008,370,1166,880,,JM,1166,DFS55,250,513,1,25/06/2008,30/06/2008, ,,1166,Car rental,full-size car,"Cape Town, South Africa",AFR,VISA,6/1/2011,8.89E+14,25/05/2008,FULL PAYMENT,900,981,981,NC,0,27.9
